PLAYER_NAME,Anatomical sub-areas,TEAM_ABBREVIATION (groups),Average of recovery_time, Sum of team_losses ,Count of SEASON_ID, Avg Cost per Season , Average of salaries INF ,Avg Cost per Seasons
Marcus Banks,Thoracolumbar area,TOR,5," $216,420.50 ",1," $216,420.50 "," $5,915,493.00 "," $216,420.50 "
Marcus Banks,Toes area,TOR,8," $216,420.50 ",1," $216,420.50 "," $5,915,493.00 "," $216,420.50 "
Nick Collison,Foot area,OKC & SEA,16.67," $865,514.90 ",2," $432,757.40 "," $3,043,981.30 "," $216,378.70 "
Greg Buckner,Abdominal area,PHI,7," $216,372.20 ",1," $216,372.20 "," $5,084,746.00 "," $216,372.20 "
Jeremy Lin,Rest,BKN & NJN,189," $216,116.10 ",1," $216,116.10 "," $8,860,759.00 "," $216,116.10 "
Tim Thomas,Knee area,LAC,4," $864,044.20 ",2," $432,022.10 "," $8,867,427.30 "," $216,011.05 "
Marvin Williams,Cranial area,ATL,4," $215,925.10 ",1," $215,925.10 "," $6,693,677.00 "," $215,925.10 "
Zaza Pachulia,Hip area,ATL,8," $215,811.00 ",1," $215,811.00 "," $6,690,141.00 "," $215,811.00 "
Royce O'Neale,Unclassified,BKN & NJN,2," $215,775.60 ",1," $215,775.60 "," $9,278,351.00 "," $215,775.60 "
Von Wafer,Calf area,BOS,10.33," $215,671.50 ",1," $215,671.50 "," $981,305.40 "," $215,671.50 "
Tyronn Lue,Thoracolumbar area,ATL,106," $861,529.60 ",2," $430,764.80 "," $4,450,224.60 "," $215,382.40 "
Tim Thomas,Thoracolumbar area,LAC,2," $215,208.00 ",1," $215,208.00 "," $8,823,529.00 "," $215,208.00 "
Michael Doleac,Hip area,NYK,10," $215,208.00 ",1," $215,208.00 "," $4,411,765.00 "," $215,208.00 "
Brandan Wright,Abdominal area,GSW,202," $215,208.00 ",1," $215,208.00 "," $3,529,412.00 "," $215,208.00 "
Devin Harris,Unclassified,ATL,4," $215,107.80 ",1," $215,107.80 "," $9,464,741.10 "," $215,107.80 "
Carlos Delfino,Wrist area,MIL,4," $214,987.70 ",1," $214,987.70 "," $4,729,730.00 "," $214,987.70 "
Antawn Jamison,Ankle area,WAS,91.5," $214,702.90 ",1," $214,702.90 "," $17,605,634.00 "," $214,702.90 "
Eric Williams,Knee area,BOS,14," $858,730.60 ",2," $429,365.30 "," $7,063,607.00 "," $214,682.65 "
Trevor Ariza,Hip area,NOH & NOK & NOP,2," $214,646.50 ",1," $214,646.50 "," $9,444,444.00 "," $214,646.50 "
Trevor Ariza,Knee area,NOH & NOK & NOP,1," $214,646.50 ",1," $214,646.50 "," $9,444,444.00 "," $214,646.50 "
Solomon Jones,Unclassified,ORL,9," $214,473.80 ",1," $214,473.80 "," $1,758,685.00 "," $214,473.80 "
Ivan Rabb,Unclassified,MEM & VAN,7.5," $214,026.90 ",1," $214,026.90 "," $923,695.00 "," $214,026.90 "
Landry Fields,Elbow area,TOR,2," $213,949.50 ",1," $213,949.50 "," $8,771,930.00 "," $213,949.50 "
Marcus Morris Sr.,Knee area,BOS,3," $854,969.60 ",2," $427,484.80 "," $6,172,840.00 "," $213,742.40 "
Antonio McDyess,Rest,DET,3," $213,724.20 ",1," $213,724.20 "," $9,190,141.00 "," $213,724.20 "
Jae'Sean Tate,Ankle area,HOU,3.75," $853,715.00 ",2," $426,857.50 "," $5,833,719.50 "," $213,428.75 "
Tyronn Lue,Heel area,ATL,17," $213,414.60 ",1," $213,414.60 "," $2,500,000.00 "," $213,414.60 "
Earl Watson,Thoracolumbar area,OKC & SEA,2," $213,323.60 ",1," $213,323.60 "," $8,746,269.00 "," $213,323.60 "
Kyle Anderson,Unclassified,MIN,2," $213,295.40 ",1," $213,295.40 "," $9,278,351.00 "," $213,295.40 "
Markieff Morris,Ankle area,WAS,2," $213,191.20 ",1," $213,191.20 "," $10,126,582.00 "," $213,191.20 "
Markieff Morris,Calf area,WAS,2," $213,191.20 ",1," $213,191.20 "," $10,126,582.00 "," $213,191.20 "
Markieff Morris,Foot area,WAS,2," $213,191.20 ",1," $213,191.20 "," $10,126,582.00 "," $213,191.20 "
Markieff Morris,Rest,WAS,4," $213,191.20 ",1," $213,191.20 "," $10,126,582.00 "," $213,191.20 "
Shawn Marion,Abdominal area,DAL,4.5," $852,409.30 ",2," $426,204.70 "," $10,352,112.50 "," $213,102.35 "
Kelvin Cato,Knee area,HOU,2," $213,075.50 ",1," $213,075.50 "," $8,736,097.10 "," $213,075.50 "
Kelvin Cato,Unclassified,HOU,2," $213,075.50 ",1," $213,075.50 "," $8,736,097.10 "," $213,075.50 "
LaMarcus Aldridge,Other facial areas,POR,17," $213,050.40 ",1," $213,050.40 "," $14,061,327.90 "," $213,050.40 "
Trae Young,Thoracolumbar area,ATL,2," $1,917,447.30 ",3," $639,149.10 "," $28,046,284.00 "," $213,049.70 "
Chauncey Billups,Unclassified,DET,25," $9,093,773.80 ",4," $2,273,443.40 "," $9,751,594.50 "," $568,360.85 "
Wesley Person,Knee area,MIA,14," $212,836.70 ",1," $212,836.70 "," $2,580,645.00 "," $212,836.70 "
Ha Ha,Hip area,POR,37," $212,804.90 ",1," $212,804.90 "," $918,421.00 "," $212,804.90 "
Matisse Thybulle,Ankle area,PHI,5," $212,637.40 ",1," $212,637.40 "," $4,943,820.00 "," $212,637.40 "
Brandon Knight,Ankle area,DET,10," $212,612.30 ",1," $212,612.30 "," $3,486,842.00 "," $212,612.30 "
Willie Cauley-Stein,Knee area,SAC,7," $212,285.50 ",1," $212,285.50 "," $5,802,469.00 "," $212,285.50 "
Patrick Patterson,Foot area,HOU,13," $212,249.10 ",1," $212,249.10 "," $2,334,740.10 "," $212,249.10 "
Chris Kaman,Thoracolumbar area,LAC,6.67," $1,907,406.00 ",3," $635,802.00 "," $11,456,564.30 "," $211,934.00 "
James Posey,Hip area,MEM & VAN,1," $211,928.00 ",1," $211,928.00 "," $9,112,903.00 "," $211,928.00 "
Darko Milicic,Ankle area,MIN,3," $211,720.90 ",1," $211,720.90 "," $3,472,222.00 "," $211,720.90 "
Jose Calderon,Ankle area,DAL,3," $211,586.20 ",1," $211,586.20 "," $9,415,584.00 "," $211,586.20 "
Nemanja Bjelica,Unclassified,MIA,3," $211,558.30 ",1," $211,558.30 "," $8,039,216.00 "," $211,558.30 "
Wilson Chandler,Unclassified,DEN,53.67," $8,999,792.20 ",4," $2,249,948.00 "," $11,908,447.80 "," $562,487.00 "
Michael Jordan,Knee area,WAS,0.67," $211,384.50 ",1," $211,384.50 "," $1,444,460.50 "," $211,384.50 "
Bobby Brown,Unclassified,SAC,21.33," $845,482.00 ",2," $422,741.00 "," $877,589.00 "," $211,370.50 "
T.J. McConnell,Hip area,IND,-1," $211,214.50 ",1," $211,214.50 "," $8,659,794.00 "," $211,214.50 "
T.J. McConnell,Knee area,IND,2," $211,214.50 ",1," $211,214.50 "," $8,659,794.00 "," $211,214.50 "
Aaron Nesmith,Hip area,IND,4," $211,214.50 ",1," $211,214.50 "," $5,773,196.00 "," $211,214.50 "
Aaron Nesmith,Unclassified,IND,3," $211,214.50 ",1," $211,214.50 "," $5,773,196.00 "," $211,214.50 "
CJ Miles,Abdominal area,IND,4," $211,069.40 ",1," $211,069.40 "," $5,769,231.00 "," $211,069.40 "
Rodney McGruder,Knee area,MIA,9," $211,001.10 ",1," $211,001.10 "," $1,572,917.50 "," $211,001.10 "
Cody Zeller,Unclassified,CHA & CHH,3.5," $843,633.90 ",2," $421,816.90 "," $17,294,494.50 "," $210,908.45 "
Mehmet Okur,Unclassified,UTA,4," $843,404.60 ",2," $421,702.30 "," $12,464,788.50 "," $210,851.15 "
Jerome James,Knee area,OKC & SEA,2," $210,830.90 ",1," $210,830.90 "," $8,644,068.00 "," $210,830.90 "
Greg Ostertag,Ankle area,UTA,6," $210,817.00 ",1," $210,817.00 "," $5,762,330.10 "," $210,817.00 "
DeMarcus Cousins,Thigh area,SAC,3," $210,793.50 ",1," $210,793.50 "," $4,321,266.70 "," $210,793.50 "
Lou Williams,Foot area,LAC,2," $210,779.90 ",1," $210,779.90 "," $8,641,975.00 "," $210,779.90 "
George Hill,Cranial area,IND,2," $210,526.30 ",1," $210,526.30 "," $10,526,316.00 "," $210,526.30 "
Spencer Dinwiddie,Unclassified,DET,189," $842,081.40 ",2," $421,040.70 "," $764,962.80 "," $210,520.35 "
Nicolas Batum,Shoulder area,POR,46," $841,749.00 ",2," $420,874.50 "," $1,476,222.60 "," $210,437.25 "
Larry Hughes,Toes area,NYK,8," $841,635.20 ",2," $420,817.60 "," $9,859,155.00 "," $210,408.80 "
Quinton Ross,Calf area,WAS,29," $210,244.10 ",1," $210,244.10 "," $1,231,429.80 "," $210,244.10 "
Earl Watson,Calf area,OKC & SEA,2," $210,186.50 ",1," $210,186.50 "," $8,617,647.00 "," $210,186.50 "
Earl Watson,Knee area,UTA,76," $840,151.10 ",2," $420,075.60 "," $2,257,725.20 "," $210,037.80 "
Jermaine O'Neal,Thoracolumbar area,IND,1," $210,027.90 ",1," $210,027.90 "," $9,136,212.60 "," $210,027.90 "
Kyle Anderson,Unclassified,MEM & VAN,4," $840,007.60 ",2," $420,003.80 "," $10,695,307.00 "," $210,001.90 "
Chris Taft,Unclassified,GSW,54," $209,943.00 ",1," $209,943.00 "," $662,128.00 "," $209,943.00 "
Dirk Nowitzki,Thoracolumbar area,DAL,2," $837,508.60 ",2," $418,754.30 "," $18,622,900.00 "," $209,377.15 "
Josh Boone,Unclassified,BKN & NJN,7," $209,255.70 ",1," $209,255.70 "," $2,451,281.10 "," $209,255.70 "
Dell Curry,Calf area,TOR,8," $209,197.70 ",1," $209,197.70 "," $3,033,367.00 "," $209,197.70 "
De'Anthony Melton,Abdominal area,MEM & VAN,7," $209,180.00 ",1," $209,180.00 "," $4,915,730.00 "," $209,180.00 "
Jamal Crawford,Unclassified,LAC,5," $208,667.30 ",1," $208,667.30 "," $6,120,908.20 "," $208,667.30 "
Raymond Felton,Ankle area,NYK,111," $834,531.30 ",2," $417,265.60 "," $4,301,254.00 "," $208,632.80 "
Victor Claver,Ankle area,POR,17," $208,600.70 ",1," $208,600.70 "," $1,710,526.00 "," $208,600.70 "
Alexey Shved,Hip area,PHI,7," $208,463.60 ",1," $208,463.60 "," $4,273,504.00 "," $208,463.60 "
Wes Iwundu,Unclassified,ORL,26.5," $833,787.40 ",2," $416,893.70 "," $1,873,033.50 "," $208,446.85 "
Jameer Nelson,Hip area,ORL,6.5," $833,739.70 ",2," $416,869.90 "," $8,892,567.80 "," $208,434.95 "
Antonio Daniels,Thoracolumbar area,WAS,3," $208,261.00 ",1," $208,261.00 "," $8,955,224.00 "," $208,261.00 "
Kevin Love,Abdominal area,MIN,7," $208,084.20 ",1," $208,084.20 "," $4,265,725.60 "," $208,084.20 "
Stephen Jackson,"Hand, Thumb & Fingers area",SAS,21.67," $1,867,629.50 ",3," $622,543.20 "," $4,250,954.10 "," $207,514.40 "
Zeljko Rebraca,Unclassified,DET,7," $829,561.60 ",2," $414,780.80 "," $5,578,039.70 "," $207,390.40 "
Aaron McKie,Thoracolumbar area,PHI,14.5," $829,366.50 ",2," $414,683.30 "," $7,038,085.50 "," $207,341.65 "
Clar. Weatherspoon,Ankle area,HOU,4," $207,273.40 ",1," $207,273.40 "," $9,016,393.00 "," $207,273.40 "
De'Andre Hunter,Unclassified,ATL,2.75," $1,865,329.40 ",3," $621,776.50 "," $16,830,650.00 "," $207,258.83 "
Shammond Williams,"Hand, Thumb & Fingers area",OKC & SEA,26," $207,094.70 ",1," $207,094.70 "," $1,637,931.00 "," $207,094.70 "
Wendell Carter Jr.,Foot area,ORL,3.5," $828,146.70 ",2," $414,073.30 "," $13,465,771.00 "," $207,036.65 "
Marvin Williams,Hip area,ATL,4.5," $827,609.90 ",2," $413,804.90 "," $7,821,696.20 "," $206,902.45 "
Tom Gugliotta,Thoracolumbar area,PHX,12," $827,529.00 ",2," $413,764.50 "," $9,840,158.90 "," $206,882.25 "
Hassan Whiteside,Ankle area,MIA,2.5," $827,376.80 ",2," $413,688.40 "," $8,376,691.30 "," $206,844.20 "
Tony Allen,Ankle area,MEM & VAN,3," $206,782.50 ",1," $206,782.50 "," $6,410,256.00 "," $206,782.50 "
D.J. Augustin,Knee area,CHA & CHH,4," $206,644.40 ",1," $206,644.40 "," $3,409,633.40 "," $206,644.40 "
Chris Wilcox,Abdominal area,LAC,8," $206,584.00 ",1," $206,584.00 "," $3,387,978.00 "," $206,584.00 "
Tyrone Hill,Ankle area,PHI,1," $206,531.90 ",1," $206,531.90 "," $10,842,926.10 "," $206,531.90 "
Tyrone Hill,Other facial areas,PHI,2," $206,531.90 ",1," $206,531.90 "," $10,842,926.10 "," $206,531.90 "
Mo Williams,Hip area,MIN,5," $206,379.00 ",1," $206,379.00 "," $4,230,769.00 "," $206,379.00 "
Tyreke Evans,Knee area,NOH & NOK & NOP,39.33," $8,696,329.80 ",4," $2,174,082.50 "," $14,103,336.80 "," $543,520.63 "
Chauncey Billups,Abdominal area,LAC,4.5," $824,683.40 ",2," $412,341.70 "," $10,937,055.50 "," $206,170.85 "
Jason Kapono,Ankle area,PHI,3," $206,114.70 ",1," $206,114.70 "," $8,450,704.00 "," $206,114.70 "
Jason Kapono,Unclassified,TOR,1," $206,114.70 ",1," $206,114.70 "," $8,450,704.00 "," $206,114.70 "
Anthony Parker,Ankle area,TOR,4," $206,114.70 ",1," $206,114.70 "," $5,633,803.00 "," $206,114.70 "
Eduardo Najera,Neck,BKN & NJN,7," $206,114.70 ",1," $206,114.70 "," $4,225,352.00 "," $206,114.70 "
Kelenna Azubuike,Thoracolumbar area,GSW,7," $206,114.70 ",1," $206,114.70 "," $4,225,352.00 "," $206,114.70 "
Mo Bamba,Toes area,ORL,4," $823,848.20 ",2," $411,924.10 "," $8,941,176.00 "," $205,962.05 "
Nikola Pekovic,Abdominal area,MIN,9.5," $823,831.20 ",2," $411,915.60 "," $5,252,379.30 "," $205,957.80 "
Ronny Turiaf,Hip area,NYK,5," $205,910.90 ",1," $205,910.90 "," $5,902,778.00 "," $205,910.90 "
Dennis Smith Jr.,Unclassified,DAL,6," $205,700.80 ",1," $205,700.80 "," $4,216,867.00 "," $205,700.80 "
Rajon Rondo,"Hand, Thumb & Fingers area",BOS,12.67," $822,057.90 ",2," $411,029.00 "," $14,385,993.20 "," $205,514.50 "
Gordon Hayward,Foot area,UTA,3.5," $821,737.60 ",2," $410,868.80 "," $11,797,543.00 "," $205,434.40 "
Dwyane Wade,Thigh area,MIA,10.33," $8,439,519.60 ",4," $2,109,879.90 "," $23,128,125.80 "," $527,469.98 "
Adrian Griffin,Knee area,DAL,53.5," $821,156.10 ",2," $410,578.10 "," $906,335.80 "," $205,289.05 "
Jake Voskuhl,Ankle area,CHA & CHH,15.33," $820,916.90 ",2," $410,458.50 "," $2,686,618.10 "," $205,229.25 "
Tyler Herro,Thigh area,MIA,4," $820,546.40 ",2," $410,273.20 "," $19,031,989.50 "," $205,136.60 "
Elton Brand,Hip area,LAC,4," $819,956.60 ",2," $409,978.30 "," $13,507,082.80 "," $204,989.15 "
Chris Douglas-Roberts,Unclassified,MIL,6.25," $819,878.20 ",2," $409,939.10 "," $1,001,734.10 "," $204,969.55 "
Shawn Marion,Thigh area,DAL,1," $204,962.30 ",1," $204,962.30 "," $10,555,556.00 "," $204,962.30 "
Shawn Marion,Wrist area,DAL,4," $204,962.30 ",1," $204,962.30 "," $10,555,556.00 "," $204,962.30 "
Victor Oladipo,Knee area,ORL,4," $204,897.00 ",1," $204,897.00 "," $5,600,517.70 "," $204,897.00 "
Victor Oladipo,Wrist area,ORL,4," $204,897.00 ",1," $204,897.00 "," $5,600,517.70 "," $204,897.00 "
Chris Childs,Thigh area,NYK,4," $204,873.40 ",1," $204,873.40 "," $5,941,329.40 "," $204,873.40 "
Larry Johnson,Knee area,NYK,6," $204,873.40 ",1," $204,873.40 "," $4,455,997.00 "," $204,873.40 "
Larry Hughes,Unclassified,CLE,2," $204,858.10 ",1," $204,858.10 "," $10,447,761.00 "," $204,858.10 "
Reggie Bullock,Unclassified,LAC,37," $819,054.00 ",2," $409,527.00 "," $1,487,123.70 "," $204,763.50 "
Reggie Williams,Cranial area,CHA & CHH,6," $204,750.20 ",1," $204,750.20 "," $3,378,378.00 "," $204,750.20 "
Vin Baker,Unclassified,BOS,4," $818,997.10 ",2," $409,498.60 "," $18,182,200.10 "," $204,749.30 "
Nick Young,Unclassified,WAS,11.25," $1,841,573.80 ",3," $613,857.90 "," $3,042,798.10 "," $204,619.30 "
Shaun Livingston,Thoracolumbar area,GSW,3," $204,577.40 ",1," $204,577.40 "," $6,751,055.00 "," $204,577.40 "
Daniel Gafford,Neck,WAS,2," $204,508.10 ",1," $204,508.10 "," $8,384,831.00 "," $204,508.10 "
Al Thornton,Foot area,LAC,4.5," $204,397.10 ",1," $204,397.10 "," $2,394,366.00 "," $204,397.10 "
Jerome Williams,Foot area,NYK,2," $204,339.10 ",1," $204,339.10 "," $8,377,902.60 "," $204,339.10 "
Delonte West,"Hand, Thumb & Fingers area",BOS,142," $816,937.70 ",2," $408,468.90 "," $1,552,720.00 "," $204,234.45 "
Draymond Green,Thoracolumbar area,GSW,2," $1,836,403.50 ",3," $612,134.50 "," $26,099,902.70 "," $204,044.83 "
Draymond Green,Rest,GSW,2," $816,093.90 ",2," $408,047.00 "," $20,892,567.50 "," $204,023.50 "
Chris Andersen,Knee area,DEN,28.57," $1,835,790.10 ",3," $611,930.00 "," $5,441,494.70 "," $203,976.67 "
Jared Jeffries,Knee area,HOU,5," $815,870.80 ",2," $407,935.40 "," $8,392,018.50 "," $203,967.70 "
Jae Crowder,Rest,BOS,2," $203,962.70 ",1," $203,962.70 "," $8,974,359.00 "," $203,962.70 "
Corliss Williamson,Cranial area,SAC,2," $203,930.30 ",1," $203,930.30 "," $8,870,968.00 "," $203,930.30 "
Corliss Williamson,Elbow area,SAC,2," $203,930.30 ",1," $203,930.30 "," $8,870,968.00 "," $203,930.30 "
Bogdan Bogdanovic,Thigh area,SAC,2," $203,924.20 ",1," $203,924.20 "," $7,341,270.00 "," $203,924.20 "
Tyler Zeller,Thoracolumbar area,MIL,4," $203,911.80 ",1," $203,911.80 "," $6,049,383.00 "," $203,911.80 "
Dylan Windler,Knee area,CLE,51.25," $815,501.40 ",2," $407,750.70 "," $2,535,360.30 "," $203,875.35 "
Mehmet Okur,Ankle area,UTA,5," $815,248.50 ",2," $407,624.20 "," $13,818,466.00 "," $203,812.10 "
Gustavo Ayon,Unclassified,ORL,194," $203,688.80 ",1," $203,688.80 "," $1,670,248.40 "," $203,688.80 "
Darrell Arthur,Thoracolumbar area,MEM & VAN,3.5," $203,472.60 ",1," $203,472.60 "," $3,947,368.00 "," $203,472.60 "
Chris Crawford,"Hand, Thumb & Fingers area",ATL,5," $203,458.30 ",1," $203,458.30 "," $4,170,895.50 "," $203,458.30 "
Vitaly Potapenko,Thoracolumbar area,SAC,0.67," $813,723.50 ",2," $406,861.70 "," $4,617,537.30 "," $203,430.85 "
Jordan Farmar,Knee area,BKN & NJN,5," $203,252.00 ",1," $203,252.00 "," $5,555,556.00 "," $203,252.00 "
Kris Humphries,Ankle area,WAS,3," $203,252.00 ",1," $203,252.00 "," $5,555,556.00 "," $203,252.00 "
Jae Crowder,Ankle area,BOS,12.67," $1,826,892.70 ",3," $608,964.20 "," $6,274,486.20 "," $202,988.07 "
Drew Gooden,Abdominal area,CLE,4," $811,268.70 ",2," $405,634.40 "," $11,358,648.00 "," $202,817.20 "
Nene,Neck,DEN,1.5," $811,214.40 ",2," $405,607.20 "," $18,108,108.00 "," $202,803.60 "
Amir Johnson,Unclassified,TOR,1," $202,743.00 ",1," $202,743.00 "," $8,717,949.00 "," $202,743.00 "
Tomas Satoransky,Unclassified,WAS,23.5," $1,823,089.20 ",3," $607,696.40 "," $3,057,862.40 "," $202,565.47 "
Corie Blount,Hip area,CHI,12," $202,563.00 ",1," $202,563.00 "," $2,372,881.00 "," $202,563.00 "
Christian Wood,COVID-19,CHA & CHH,298," $202,505.50 ",1," $202,505.50 "," $1,645,357.00 "," $202,505.50 "
Usman Garuba,Unclassified,HOU,7," $202,110.20 ",1," $202,110.20 "," $3,314,607.00 "," $202,110.20 "
George Hill,Abdominal area,MIL,11.33," $1,818,841.80 ",3," $606,280.60 "," $15,851,941.70 "," $202,093.53 "
Raja Bell,Unclassified,PHX,13.5," $808,223.80 ",2," $404,111.90 "," $6,962,371.00 "," $202,055.95 "
Jason Terry,Thigh area,HOU,4," $202,020.20 ",1," $202,020.20 "," $6,666,667.00 "," $202,020.20 "
P.J. Tucker,Thoracolumbar area,PHI,1," $201,936.20 ",1," $201,936.20 "," $9,390,034.00 "," $201,936.20 "
Nene,Foot area,WAS,8.71," $8,073,686.00 ",4," $2,018,421.50 "," $18,108,108.00 "," $504,605.38 "
Nickeil Alexander-Walker,Wrist area,NOH & NOK & NOP,148," $201,719.60 ",1," $201,719.60 "," $3,630,952.00 "," $201,719.60 "
Jordan Hill,Thoracolumbar area,IND,2," $201,671.00 ",1," $201,671.00 "," $8,974,359.00 "," $201,671.00 "
Manu Ginobili,Shoulder area,SAS,3," $201,671.00 ",1," $201,671.00 "," $8,974,359.00 "," $201,671.00 "
Luol Deng,Heel area,CHI,3," $806,455.80 ",2," $403,227.90 "," $9,731,577.40 "," $201,613.95 "
Dominic McGuire,Unclassified,GSW,-1," $201,563.40 ",1," $201,563.40 "," $201,563.40 "," $201,563.40 "
JaMychal Green,Elbow area,DEN,2," $201,472.30 ",1," $201,472.30 "," $8,764,045.00 "," $201,472.30 "
Kenyon Martin,Ankle area,BKN & NJN,5.33," $805,554.50 ",2," $402,777.30 "," $6,504,634.30 "," $201,388.65 "
Nassir Little,Knee area,POR,10," $201,357.50 ",1," $201,357.50 "," $2,617,647.00 "," $201,357.50 "
Luke Walton,"Hand, Thumb & Fingers area",LAL,9," $201,207.30 ",1," $201,207.30 "," $7,042,254.00 "," $201,207.30 "
Kyle Kuzma,Heel area,LAL,1," $201,106.10 ",1," $201,106.10 "," $7,843,137.00 "," $201,106.10 "
Trent Forrest,Foot area,UTA,242," $201,087.60 ",1," $201,087.60 "," $520,462.00 "," $201,087.60 "
Danny Granger,Ankle area,IND,1.5," $804,342.20 ",2," $402,171.10 "," $16,441,441.50 "," $201,085.55 "
Denzel Valentine,Knee area,CHI,198," $200,993.70 ",1," $200,993.70 "," $2,746,914.00 "," $200,993.70 "
Gabriel Deck,Heel area,OKC & SEA,9," $200,968.30 ",1," $200,968.30 "," $4,119,850.00 "," $200,968.30 "
Chris Paul,Unclassified,NOH & NOK & NOP,5," $200,866.40 ",1," $200,866.40 "," $4,117,761.10 "," $200,866.40 "
Ersan Ilyasova,Heel area,MIL,2," $200,803.20 ",1," $200,803.20 "," $8,333,333.00 "," $200,803.20 "
Nemanja Bjelica,Unclassified,SAC,2," $200,803.20 ",1," $200,803.20 "," $8,232,932.00 "," $200,803.20 "
Kevin Seraphin,Knee area,IND,6," $200,645.60 ",1," $200,645.60 "," $1,917,280.00 "," $200,645.60 "
Fred Hoiberg,Thoracolumbar area,MIN,6.5," $200,629.40 ",1," $200,629.40 "," $2,741,935.00 "," $200,629.40 "
Kevin Ollie,Knee area,PHI,5," $200,534.80 ",1," $200,534.80 "," $4,411,765.00 "," $200,534.80 "
Jameer Nelson,Cranial area,ORL,4.5," $801,754.10 ",2," $400,877.00 "," $5,642,213.30 "," $200,438.50 "
Andrew Harrison,Wrist area,MEM & VAN,9.5," $200,337.30 ",1," $200,337.30 "," $1,368,971.60 "," $200,337.30 "
Paul Zipser,Foot area,CHI,10," $200,337.30 ",1," $200,337.30 "," $1,368,971.60 "," $200,337.30 "
DeMar DeRozan,Rest,TOR,2," $800,916.70 ",2," $400,458.30 "," $12,820,513.00 "," $200,229.15 "
Corliss Williamson,Heel area,SAC,2," $200,218.40 ",1," $200,218.40 "," $8,208,955.00 "," $200,218.40 "
Ognjen Kuzmic,"Hand, Thumb & Fingers area",GSW,39," $200,203.60 ",1," $200,203.60 "," $848,482.00 "," $200,203.60 "
Matt Thomas,Foot area,CHI,-1," $200,180.80 ",1," $200,180.80 "," $1,741,573.00 "," $200,180.80 "
Ron Mercer,Unclassified,CHI,1," $199,976.50 ",1," $199,976.50 "," $8,199,034.50 "," $199,976.50 "
Taj Gibson,Abdominal area,WAS,8," $199,899.40 ",1," $199,899.40 "," $4,097,938.00 "," $199,899.40 "
Richaun Holmes,Cranial area,PHI,14.5," $199,878.60 ",1," $199,878.60 "," $1,092,669.60 "," $199,878.60 "
Luol Deng,Thoracolumbar area,CHI,7," $199,765.40 ",1," $199,765.40 "," $4,095,189.90 "," $199,765.40 "
Trevor Ariza,Rest,HOU,2," $199,526.10 ",1," $199,526.10 "," $9,876,543.00 "," $199,526.10 "
Johan Petro,Thoracolumbar area,ATL,5," $199,362.00 ",1," $199,362.00 "," $4,385,965.00 "," $199,362.00 "
Goran Dragic,Thoracolumbar area,PHX,3," $199,343.30 ",1," $199,343.30 "," $5,448,718.00 "," $199,343.30 "
Brian Scalabrine,Ankle area,BOS,7," $199,309.10 ",1," $199,309.10 "," $4,225,352.00 "," $199,309.10 "
Brian Scalabrine,Shoulder area,BOS,3.5," $199,309.10 ",1," $199,309.10 "," $4,225,352.00 "," $199,309.10 "
George McCloud,Thoracolumbar area,DEN,3," $199,251.90 ",1," $199,251.90 "," $3,267,731.20 "," $199,251.90 "
Brandon Hunter,Elbow area,ORL,64," $199,080.40 ",1," $199,080.40 "," $510,143.60 "," $199,080.40 "
Antonio McDyess,Thoracolumbar area,SAS,3," $198,863.60 ",1," $198,863.60 "," $8,750,000.00 "," $198,863.60 "
Bruno Caboclo,Unclassified,TOR,25," $794,314.40 ",2," $397,157.20 "," $1,923,077.00 "," $198,578.60 "
Rod Strickland,Thigh area,MIA,5," $198,172.90 ",1," $198,172.90 "," $5,416,726.90 "," $198,172.90 "
Marco Belinelli,Thoracolumbar area,SAC,2," $198,040.40 ",1," $198,040.40 "," $8,119,658.00 "," $198,040.40 "
Kris Dunn,Cranial area,CHI,14.5," $791,355.00 ",2," $395,677.50 "," $4,494,383.00 "," $197,838.75 "
Horace Grant,Thoracolumbar area,ORL,2," $197,808.10 ",1," $197,808.10 "," $4,252,874.00 "," $197,808.10 "
